KindOfOperation,KindOfSpace,RoomsAmount,LocationRating,Size,Price,Standard,Floor,City,UserRoomsAmount,UserPrice,UserStandard,UserLocationRating,IsGoodOfert
W,M,2.00,4.00,42.00,9031.68,4.00,10.00,Kraków,1.00,4515.84,4.00,3.00,0
K,M,1.00,4.00,22.00,13749.12,3.00,7.00,Poznañ,4.00,20401.92,2.00,2.00,0
W,M,5.00,5.00,105.00,66150.00,5.00,5.00,Szczecin,3.00,66150.00,2.00,4.00,0
W,M,4.00,4.00,72.00,5806.08,1.00,0.00,£ódŸ,1.00,3870.72,0.00,5.00,0
K,M,3.00,5.00,54.00,408240.00,5.00,1.00,Wroc³aw,3.00,306180.00,2.00,0.00,0
W,M,5.00,1.00,105.00,1764.00,1.00,2.00,Wroc³aw,0.00,3528.00,4.00,3.00,0
K,M,1.00,4.00,21.00,10160.64,2.00,5.00,Lublin,1.00,8467.20,1.00,0.00,0
K,M,4.00,5.00,88.00,458304.00,5.00,9.00,Lublin,1.00,547008.00,0.00,1.00,0
K,M,2.00,2.00,36.00,85276.80,5.00,4.00,Kraków,2.00,88905.60,2.00,4.00,0
W,M,1.00,2.00,22.00,591.36,2.00,10.00,Gdañsk,3.00,443.52,5.00,2.00,0
W,P,1.00,3.00,20.00,201.60,1.00,10.00,Szczecin,1.00,302.40,4.00,0.00,0
K,M,2.00,3.00,44.00,42666.62,2.00,2.00,Bia³ystok,3.00,42666.62,4.00,2.00,0
W,P,1.00,4.00,21.00,282.24,1.00,0.00,Gdañsk,1.00,423.36,0.00,2.00,0
K,M,3.00,3.00,63.00,205752.96,4.00,8.00,Wroc³aw,5.00,257191.20,1.00,3.00,0
K,M,4.00,2.00,76.00,255360.00,5.00,7.00,Lublin,5.00,173644.80,4.00,0.00,0
K,M,1.00,5.00,19.00,38176.32,4.00,0.00,Bia³ystok,2.00,39836.16,4.00,0.00,0
W,M,3.00,2.00,60.00,3628.80,3.00,1.00,£ódŸ,0.00,7257.60,1.00,2.00,0
K,M,3.00,3.00,60.00,190512.00,5.00,6.00,£ódŸ,5.00,167832.00,5.00,1.00,0
W,M,3.00,3.00,66.00,1995.84,1.00,5.00,Lublin,0.00,2993.76,5.00,1.00,0
W,M,3.00,5.00,57.00,17236.80,3.00,5.00,Wroc³aw,0.00,8618.40,0.00,5.00,0
W,M,2.00,3.00,36.00,2903.04,2.00,3.00,Gdañsk,3.00,2177.28,2.00,2.00,0
W,M,1.00,1.00,24.00,161.28,2.00,7.00,Szczecin,3.00,322.56,5.00,4.00,0
W,P,1.00,4.00,23.00,2472.96,4.00,8.00,Szczecin,1.00,2472.96,4.00,4.00,0
W,P,1.00,2.00,21.00,423.36,3.00,5.00,Wroc³aw,1.00,635.04,2.00,0.00,0
K,M,3.00,2.00,60.00,99792.00,5.00,5.00,Poznañ,1.00,133056.00,1.00,4.00,0
K,M,2.00,3.00,38.00,43666.56,3.00,6.00,Poznañ,5.00,54008.64,1.00,5.00,0
K,M,2.00,5.00,36.00,56851.20,2.00,8.00,Szczecin,3.00,55641.60,0.00,3.00,0
W,M,2.00,2.00,38.00,3830.40,5.00,8.00,Wroc³aw,5.00,3830.40,3.00,2.00,0
W,P,1.00,4.00,25.00,2688.00,4.00,9.00,£ódŸ,1.00,2016.00,3.00,5.00,0
W,P,1.00,2.00,22.00,295.68,1.00,5.00,Poznañ,1.00,147.84,5.00,2.00,0
W,P,1.00,2.00,22.00,887.04,4.00,6.00,Szczecin,1.00,591.36,2.00,1.00,0
W,M,3.00,3.00,60.00,8164.80,3.00,10.00,Gdañsk,5.00,5443.20,2.00,1.00,0
K,M,4.00,2.00,80.00,161280.00,2.00,3.00,Gdañsk,0.00,138700.80,2.00,2.00,0
W,M,3.00,3.00,63.00,7620.48,4.00,3.00,Bia³ystok,1.00,11430.72,2.00,1.00,0
W,P,1.00,4.00,24.00,3225.60,5.00,2.00,Bia³ystok,1.00,2419.20,5.00,5.00,0
W,M,5.00,4.00,110.00,7392.00,1.00,7.00,Lublin,5.00,7392.00,1.00,1.00,0
W,P,1.00,2.00,18.00,967.68,4.00,10.00,Warszawa,1.00,725.76,3.00,2.00,0
W,M,1.00,1.00,19.00,383.04,3.00,6.00,Kraków,2.00,383.04,2.00,4.00,0
W,M,4.00,2.00,76.00,12257.28,3.00,9.00,Wroc³aw,5.00,6128.64,3.00,0.00,0
K,M,3.00,3.00,63.00,204800.40,5.00,0.00,Poznañ,0.00,228614.40,2.00,5.00,0
W,P,1.00,2.00,23.00,154.56,1.00,0.00,Bia³ystok,1.00,231.84,4.00,5.00,0
W,M,2.00,1.00,38.00,1532.16,4.00,5.00,Poznañ,1.00,1532.16,1.00,0.00,0
W,P,1.00,4.00,25.00,1344.00,4.00,6.00,Lublin,1.00,2688.00,5.00,3.00,0
W,M,4.00,5.00,80.00,26880.00,5.00,6.00,Bydgoszcz,0.00,40320.00,2.00,4.00,0
W,P,1.00,1.00,18.00,362.88,3.00,8.00,Bia³ystok,1.00,362.88,2.00,2.00,0
W,P,1.00,3.00,23.00,347.76,1.00,1.00,Kraków,1.00,231.84,1.00,2.00,0
K,M,3.00,4.00,54.00,143700.48,2.00,7.00,Wroc³aw,5.00,143700.48,2.00,1.00,0
W,M,3.00,4.00,57.00,13789.44,3.00,4.00,Bydgoszcz,4.00,6894.72,4.00,4.00,0
W,M,1.00,4.00,23.00,1391.04,3.00,7.00,Wroc³aw,5.00,927.36,1.00,2.00,0
W,M,1.00,1.00,18.00,181.44,2.00,10.00,Lublin,5.00,120.96,4.00,2.00,0
W,P,1.00,4.00,18.00,483.84,2.00,0.00,Lublin,1.00,483.84,3.00,1.00,0
K,M,4.00,4.00,80.00,215040.00,2.00,4.00,Szczecin,4.00,172032.00,2.00,4.00,0
W,M,5.00,4.00,110.00,44352.00,3.00,10.00,Gdañsk,3.00,22176.00,0.00,3.00,0
W,P,1.00,3.00,24.00,1451.52,4.00,9.00,Bydgoszcz,1.00,1451.52,3.00,1.00,0
K,M,4.00,2.00,72.00,237081.60,5.00,3.00,Poznañ,3.00,193536.00,2.00,1.00,0
W,M,5.00,3.00,110.00,11088.00,2.00,3.00,Gdañsk,5.00,16632.00,3.00,0.00,0
W,P,1.00,3.00,18.00,1088.64,4.00,9.00,Gdañsk,1.00,1088.64,2.00,1.00,0
K,M,4.00,2.00,84.00,171601.92,4.00,1.00,Bydgoszcz,1.00,171601.92,0.00,5.00,0
W,M,3.00,1.00,60.00,1814.40,3.00,8.00,Gdañsk,5.00,1814.40,4.00,1.00,0
W,M,2.00,4.00,42.00,1693.44,1.00,6.00,Bia³ystok,5.00,1128.96,2.00,0.00,0
W,M,2.00,5.00,38.00,10214.40,4.00,6.00,Warszawa,0.00,7660.80,5.00,0.00,0
W,P,1.00,3.00,21.00,635.04,2.00,6.00,Bia³ystok,1.00,635.04,2.00,0.00,0
W,M,3.00,1.00,60.00,3628.80,3.00,8.00,Bia³ystok,4.00,3628.80,0.00,0.00,0
K,M,1.00,2.00,21.00,18627.84,4.00,5.00,Warszawa,3.00,22014.72,0.00,3.00,0
W,P,1.00,4.00,18.00,1088.64,3.00,8.00,Wroc³aw,1.00,1451.52,5.00,2.00,0
K,M,4.00,2.00,84.00,304819.20,3.00,0.00,Warszawa,3.00,264176.64,5.00,3.00,0
K,M,2.00,5.00,36.00,106142.40,3.00,4.00,Kraków,2.00,117028.80,4.00,5.00,0
W,P,1.00,3.00,25.00,2520.00,5.00,0.00,Gdañsk,1.00,1260.00,4.00,3.00,0
W,P,1.00,3.00,20.00,806.40,2.00,5.00,Wroc³aw,1.00,806.40,3.00,1.00,0
W,P,1.00,1.00,21.00,423.36,3.00,7.00,Bia³ystok,1.00,423.36,2.00,4.00,0
K,M,2.00,4.00,38.00,67415.04,3.00,2.00,Bydgoszcz,2.00,61286.40,2.00,0.00,0
W,P,1.00,1.00,20.00,201.60,2.00,1.00,Lublin,1.00,201.60,1.00,2.00,0
W,P,1.00,1.00,22.00,147.84,1.00,10.00,Bydgoszcz,1.00,147.84,3.00,5.00,0
W,M,2.00,2.00,42.00,3386.88,4.00,4.00,Bia³ystok,5.00,4515.84,0.00,4.00,0
W,P,1.00,2.00,22.00,147.84,1.00,9.00,Gdañsk,1.00,147.84,2.00,1.00,0
W,P,1.00,4.00,24.00,322.56,1.00,8.00,Kraków,1.00,322.56,5.00,4.00,0
K,M,4.00,4.00,84.00,970905.60,5.00,9.00,Warszawa,3.00,1128960.00,4.00,5.00,0
W,P,1.00,4.00,20.00,1075.20,2.00,1.00,Lublin,1.00,537.60,3.00,3.00,0
W,P,1.00,4.00,22.00,1182.72,2.00,9.00,Poznañ,1.00,1182.72,0.00,2.00,0
W,P,1.00,5.00,23.00,2318.40,3.00,10.00,Wroc³aw,1.00,1738.80,0.00,2.00,0
W,M,3.00,1.00,63.00,3810.24,3.00,5.00,Gdañsk,2.00,2857.68,5.00,5.00,0
W,P,1.00,3.00,21.00,952.56,3.00,0.00,Kraków,1.00,1270.08,2.00,0.00,0
W,M,1.00,4.00,21.00,1128.96,2.00,0.00,Gdañsk,0.00,1128.96,3.00,2.00,0
W,M,4.00,2.00,76.00,8171.52,2.00,4.00,Lublin,1.00,8171.52,4.00,2.00,0
W,M,5.00,5.00,110.00,18480.00,1.00,7.00,Wroc³aw,5.00,13860.00,4.00,0.00,0
W,P,1.00,1.00,24.00,645.12,4.00,6.00,Bia³ystok,1.00,483.84,5.00,3.00,0
K,M,1.00,5.00,25.00,30240.00,3.00,10.00,Kraków,5.00,29295.00,4.00,5.00,0
W,M,5.00,3.00,105.00,31752.00,3.00,6.00,Szczecin,5.00,23814.00,0.00,5.00,0
W,P,1.00,1.00,25.00,420.00,5.00,2.00,Kraków,1.00,840.00,3.00,4.00,0
W,P,1.00,3.00,19.00,1149.12,4.00,5.00,Bia³ystok,1.00,766.08,4.00,4.00,0
W,P,1.00,4.00,22.00,1330.56,3.00,4.00,Kraków,1.00,1330.56,2.00,1.00,0
W,P,1.00,5.00,20.00,1008.00,3.00,8.00,Warszawa,1.00,1008.00,4.00,2.00,0
W,P,1.00,2.00,19.00,574.56,3.00,5.00,Gdañsk,1.00,766.08,1.00,2.00,0
W,P,1.00,5.00,21.00,1587.60,3.00,6.00,Kraków,1.00,1058.40,4.00,0.00,0
K,M,2.00,5.00,42.00,82555.20,3.00,8.00,Szczecin,2.00,86788.80,2.00,3.00,0
W,M,4.00,4.00,72.00,7741.44,2.00,9.00,Poznañ,3.00,7741.44,2.00,5.00,0
W,P,1.00,2.00,24.00,967.68,4.00,5.00,Szczecin,1.00,1290.24,1.00,5.00,0
K,M,2.00,4.00,44.00,83381.76,2.00,10.00,Kraków,3.00,70963.20,2.00,0.00,0
W,P,1.00,1.00,22.00,332.64,3.00,3.00,Bydgoszcz,1.00,221.76,0.00,0.00,0
W,M,5.00,2.00,110.00,36960.00,5.00,7.00,Gdañsk,2.00,36960.00,3.00,4.00,0
W,M,3.00,5.00,66.00,9979.20,2.00,8.00,Wroc³aw,5.00,9979.20,2.00,5.00,0
K,M,5.00,2.00,105.00,529200.00,5.00,3.00,Gdañsk,0.00,661500.00,0.00,5.00,0
W,P,1.00,4.00,22.00,1182.72,4.00,4.00,£ódŸ,1.00,1774.08,3.00,5.00,0
W,P,1.00,5.00,21.00,1058.40,3.00,0.00,Kraków,1.00,1058.40,5.00,2.00,0
K,M,2.00,5.00,40.00,46368.00,1.00,3.00,Wroc³aw,3.00,40320.00,3.00,1.00,0
W,P,1.00,3.00,19.00,1915.20,5.00,4.00,Poznañ,1.00,1436.40,1.00,0.00,0
K,M,3.00,3.00,63.00,61916.40,1.00,5.00,Bia³ystok,2.00,50771.45,3.00,4.00,0
W,P,1.00,2.00,20.00,1344.00,5.00,7.00,£ódŸ,1.00,1344.00,1.00,4.00,0
W,M,3.00,4.00,63.00,5080.32,2.00,5.00,Gdañsk,5.00,5080.32,3.00,2.00,0
K,M,2.00,3.00,42.00,87635.52,3.00,0.00,Gdañsk,5.00,64774.08,4.00,1.00,0
K,M,1.00,1.00,20.00,1142.40,1.00,5.00,Szczecin,0.00,1545.60,3.00,5.00,0
W,M,3.00,3.00,60.00,18144.00,5.00,10.00,Gdañsk,1.00,13608.00,0.00,2.00,0
K,M,5.00,2.00,105.00,568890.00,5.00,8.00,Gdañsk,3.00,476280.00,2.00,2.00,0
K,M,2.00,4.00,44.00,118272.00,4.00,7.00,£ódŸ,0.00,78059.52,5.00,3.00,0
W,M,1.00,5.00,18.00,604.80,2.00,8.00,Bia³ystok,1.00,907.20,1.00,1.00,0
K,M,2.00,3.00,44.00,38054.02,2.00,8.00,Bia³ystok,0.00,55351.30,2.00,3.00,0
W,P,1.00,2.00,23.00,1159.20,5.00,0.00,Gdañsk,1.00,772.80,2.00,4.00,0
W,M,4.00,4.00,76.00,4085.76,1.00,5.00,Gdañsk,3.00,6128.64,4.00,3.00,0
W,M,3.00,2.00,60.00,12096.00,5.00,3.00,Wroc³aw,4.00,9072.00,5.00,0.00,0
K,M,1.00,1.00,21.00,7302.96,3.00,0.00,Gdañsk,4.00,6191.64,1.00,2.00,0
K,M,5.00,3.00,100.00,428400.00,5.00,2.00,£ódŸ,4.00,491400.00,0.00,4.00,0
K,M,3.00,2.00,60.00,169344.00,4.00,1.00,Warszawa,5.00,169344.00,4.00,3.00,0
W,P,1.00,4.00,21.00,1128.96,2.00,8.00,Bia³ystok,1.00,846.72,2.00,5.00,0
K,M,3.00,3.00,54.00,35108.64,1.00,1.00,Bydgoszcz,0.00,27760.32,1.00,1.00,0
K,M,1.00,4.00,20.00,5510.40,1.00,3.00,£ódŸ,1.00,6451.20,3.00,2.00,0
K,M,1.00,1.00,23.00,5718.72,4.00,7.00,£ódŸ,3.00,6027.84,5.00,3.00,0
K,M,3.00,4.00,57.00,165473.28,3.00,6.00,Kraków,1.00,191328.48,3.00,2.00,0
W,P,1.00,5.00,20.00,1008.00,3.00,4.00,Poznañ,1.00,2016.00,1.00,3.00,0
W,M,4.00,2.00,80.00,21504.00,5.00,1.00,Poznañ,0.00,21504.00,1.00,2.00,0
K,M,3.00,5.00,66.00,79833.60,1.00,10.00,Szczecin,0.00,54885.60,3.00,0.00,0
W,M,5.00,5.00,95.00,15960.00,1.00,4.00,Bydgoszcz,0.00,11970.00,0.00,0.00,0
W,M,1.00,5.00,18.00,1209.60,4.00,1.00,Wroc³aw,2.00,2419.20,3.00,0.00,0
W,P,1.00,1.00,23.00,386.40,5.00,3.00,Wroc³aw,1.00,579.60,4.00,1.00,0
W,P,1.00,1.00,22.00,554.40,5.00,6.00,Szczecin,1.00,554.40,5.00,3.00,0
K,M,3.00,5.00,57.00,252806.40,4.00,10.00,Bydgoszcz,2.00,287280.00,1.00,4.00,0
W,P,1.00,3.00,21.00,317.52,1.00,10.00,Warszawa,1.00,211.68,3.00,4.00,0
K,M,3.00,5.00,60.00,222264.00,3.00,8.00,Lublin,5.00,158760.00,2.00,0.00,0
W,M,1.00,1.00,22.00,369.60,5.00,5.00,Wroc³aw,3.00,554.40,0.00,4.00,0
W,M,3.00,1.00,54.00,544.32,1.00,10.00,Gdañsk,2.00,816.48,4.00,2.00,0
W,M,5.00,4.00,95.00,63840.00,5.00,10.00,Wroc³aw,5.00,63840.00,2.00,3.00,0
W,M,4.00,4.00,80.00,43008.00,5.00,3.00,Kraków,2.00,32256.00,4.00,5.00,0
W,M,1.00,3.00,21.00,1693.44,4.00,4.00,Lublin,3.00,1693.44,1.00,0.00,0
W,M,3.00,2.00,60.00,5443.20,3.00,6.00,Kraków,4.00,3628.80,0.00,1.00,0
W,M,4.00,5.00,76.00,38304.00,5.00,8.00,Kraków,3.00,51072.00,3.00,4.00,0
W,P,1.00,4.00,23.00,463.68,1.00,5.00,£ódŸ,1.00,463.68,1.00,5.00,0
W,P,1.00,2.00,24.00,1290.24,4.00,5.00,Warszawa,1.00,1290.24,3.00,0.00,0
K,M,3.00,3.00,63.00,204324.12,5.00,6.00,Bia³ystok,5.00,309582.00,4.00,1.00,0
W,P,1.00,5.00,22.00,554.40,1.00,10.00,Kraków,1.00,369.60,5.00,3.00,0
W,P,1.00,5.00,23.00,1738.80,3.00,8.00,Poznañ,1.00,1159.20,2.00,2.00,0
W,M,5.00,3.00,100.00,50400.00,5.00,2.00,Kraków,4.00,50400.00,2.00,4.00,0
K,M,1.00,2.00,24.00,21288.96,3.00,5.00,Warszawa,5.00,16450.56,2.00,3.00,0
W,M,3.00,1.00,63.00,3175.20,5.00,8.00,Szczecin,5.00,4762.80,2.00,5.00,0
W,M,2.00,4.00,38.00,6128.64,3.00,3.00,Warszawa,2.00,6128.64,4.00,2.00,0
W,M,3.00,3.00,57.00,2585.52,1.00,10.00,Szczecin,2.00,3447.36,2.00,5.00,0
K,M,3.00,5.00,54.00,142884.00,3.00,2.00,Poznañ,2.00,163296.00,4.00,4.00,0
K,M,1.00,3.00,21.00,4762.80,1.00,1.00,£ódŸ,3.00,4021.92,3.00,3.00,0
W,P,1.00,2.00,19.00,1021.44,4.00,0.00,Szczecin,1.00,766.08,1.00,4.00,0
W,P,1.00,3.00,20.00,2016.00,5.00,8.00,£ódŸ,1.00,2016.00,0.00,4.00,0
W,M,2.00,4.00,40.00,10752.00,5.00,6.00,Wroc³aw,2.00,8064.00,1.00,2.00,0
K,M,5.00,2.00,95.00,229824.00,2.00,4.00,Wroc³aw,2.00,143640.00,5.00,1.00,0
W,M,1.00,4.00,23.00,2472.96,4.00,3.00,Bydgoszcz,1.00,1236.48,1.00,2.00,0
W,M,1.00,3.00,19.00,957.60,5.00,2.00,Wroc³aw,2.00,957.60,4.00,4.00,0
K,M,4.00,4.00,84.00,108380.16,1.00,3.00,Wroc³aw,4.00,121927.68,0.00,5.00,0
W,P,1.00,3.00,25.00,504.00,1.00,10.00,Wroc³aw,1.00,378.00,1.00,2.00,0
K,M,3.00,5.00,63.00,278623.80,3.00,1.00,Kraków,2.00,250047.00,3.00,0.00,0
W,M,3.00,3.00,57.00,3447.36,1.00,5.00,Bia³ystok,1.00,2585.52,0.00,4.00,0
W,P,1.00,3.00,19.00,766.08,4.00,8.00,£ódŸ,1.00,1149.12,2.00,4.00,0
K,M,1.00,3.00,20.00,8265.60,2.00,5.00,Lublin,4.00,8870.40,2.00,0.00,0
K,M,3.00,3.00,63.00,142884.00,2.00,2.00,Kraków,2.00,85730.40,2.00,1.00,0
W,M,5.00,2.00,100.00,5040.00,1.00,6.00,Gdañsk,3.00,5040.00,5.00,4.00,0
W,M,1.00,4.00,20.00,806.40,2.00,1.00,Kraków,0.00,537.60,1.00,1.00,0
W,P,1.00,1.00,19.00,638.40,5.00,9.00,£ódŸ,1.00,319.20,0.00,1.00,0
W,M,1.00,1.00,24.00,483.84,3.00,3.00,Lublin,4.00,483.84,5.00,1.00,0
W,P,1.00,4.00,19.00,2553.60,5.00,5.00,Lublin,1.00,1915.20,2.00,3.00,0
W,P,1.00,3.00,20.00,806.40,2.00,5.00,£ódŸ,1.00,403.20,2.00,3.00,0
W,M,3.00,2.00,54.00,8164.80,5.00,2.00,Kraków,5.00,10886.40,2.00,1.00,0
K,M,1.00,2.00,20.00,8561.28,2.00,6.00,Bia³ystok,3.00,6814.08,2.00,0.00,0
K,M,1.00,5.00,22.00,17740.80,3.00,2.00,Lublin,3.00,17186.40,1.00,5.00,0
W,P,1.00,3.00,20.00,604.80,3.00,1.00,Lublin,1.00,907.20,3.00,1.00,0
K,M,2.00,5.00,42.00,135475.20,4.00,6.00,Gdañsk,2.00,194745.60,3.00,5.00,0
K,M,2.00,5.00,40.00,65856.00,2.00,4.00,£ódŸ,5.00,63168.00,3.00,5.00,0
K,M,1.00,4.00,24.00,23224.32,4.00,2.00,Poznañ,4.00,30965.76,5.00,3.00,0
W,M,5.00,4.00,105.00,52920.00,5.00,9.00,Kraków,0.00,52920.00,4.00,4.00,0
W,P,1.00,3.00,23.00,927.36,4.00,2.00,Gdañsk,1.00,1391.04,2.00,4.00,0
K,M,3.00,3.00,57.00,41368.32,1.00,10.00,Kraków,3.00,38782.80,1.00,0.00,0
W,M,2.00,3.00,38.00,3064.32,4.00,3.00,Lublin,1.00,4596.48,3.00,4.00,0
W,M,1.00,3.00,19.00,1149.12,4.00,9.00,Poznañ,4.00,766.08,2.00,1.00,0
W,P,1.00,1.00,24.00,241.92,3.00,5.00,£ódŸ,1.00,241.92,2.00,1.00,0
W,M,4.00,2.00,88.00,4730.88,1.00,5.00,Wroc³aw,4.00,3548.16,4.00,4.00,0
W,M,5.00,4.00,110.00,22176.00,2.00,9.00,£ódŸ,0.00,22176.00,2.00,2.00,0
W,P,1.00,2.00,23.00,618.24,2.00,9.00,Wroc³aw,1.00,463.68,1.00,5.00,0
W,M,3.00,2.00,57.00,5745.60,5.00,9.00,Poznañ,1.00,8618.40,1.00,2.00,0
W,M,1.00,4.00,25.00,2016.00,3.00,0.00,Poznañ,1.00,1512.00,4.00,1.00,0
W,P,1.00,3.00,22.00,443.52,2.00,6.00,£ódŸ,1.00,887.04,2.00,2.00,0
W,M,3.00,3.00,66.00,3991.68,1.00,3.00,Kraków,5.00,3991.68,5.00,1.00,0
W,P,1.00,1.00,21.00,564.48,4.00,3.00,Warszawa,1.00,282.24,2.00,2.00,0
W,M,1.00,2.00,25.00,504.00,3.00,1.00,Wroc³aw,2.00,1008.00,0.00,2.00,0
K,M,2.00,3.00,44.00,76285.44,4.00,6.00,Poznañ,2.00,62092.80,0.00,1.00,0
W,P,1.00,5.00,24.00,806.40,2.00,0.00,Bia³ystok,1.00,806.40,0.00,1.00,0
W,M,2.00,4.00,36.00,2903.04,3.00,5.00,Bydgoszcz,1.00,5806.08,1.00,2.00,0
K,M,1.00,4.00,23.00,6955.20,1.00,0.00,Bydgoszcz,3.00,5255.04,4.00,2.00,0
W,P,1.00,2.00,23.00,1236.48,4.00,2.00,£ódŸ,1.00,927.36,1.00,4.00,0
W,M,1.00,4.00,25.00,1680.00,5.00,10.00,Warszawa,2.00,2520.00,1.00,4.00,0
W,P,1.00,4.00,22.00,1182.72,4.00,10.00,Warszawa,1.00,1182.72,2.00,1.00,0
W,P,1.00,2.00,22.00,147.84,1.00,3.00,Wroc³aw,1.00,147.84,4.00,2.00,0
W,P,1.00,1.00,24.00,403.20,5.00,8.00,Szczecin,1.00,604.80,3.00,5.00,0
W,P,1.00,1.00,24.00,604.80,5.00,9.00,Gdañsk,1.00,604.80,4.00,4.00,0
W,P,1.00,4.00,24.00,1612.80,5.00,5.00,Lublin,1.00,3225.60,1.00,1.00,0
W,M,5.00,2.00,110.00,11088.00,3.00,4.00,Poznañ,4.00,11088.00,1.00,5.00,0
W,P,1.00,4.00,25.00,1344.00,4.00,8.00,Lublin,1.00,2016.00,0.00,1.00,0
W,P,1.00,4.00,19.00,1532.16,3.00,4.00,Lublin,1.00,1532.16,5.00,0.00,0
W,P,1.00,1.00,24.00,403.20,5.00,1.00,Szczecin,1.00,806.40,3.00,3.00,0
K,M,3.00,2.00,57.00,103420.80,4.00,5.00,Szczecin,3.00,103420.80,4.00,1.00,0
W,M,1.00,3.00,20.00,1612.80,4.00,8.00,Szczecin,1.00,806.40,2.00,0.00,0
W,M,2.00,1.00,44.00,591.36,2.00,9.00,Gdañsk,5.00,1182.72,4.00,2.00,0
W,P,1.00,5.00,25.00,1680.00,2.00,5.00,£ódŸ,1.00,1260.00,4.00,1.00,0
K,M,3.00,5.00,60.00,217728.00,2.00,0.00,Kraków,0.00,222264.00,0.00,2.00,0
W,P,1.00,4.00,20.00,2688.00,5.00,9.00,Gdañsk,1.00,2016.00,4.00,2.00,0
W,M,4.00,1.00,88.00,4730.88,4.00,0.00,Lublin,4.00,9461.76,3.00,1.00,0
W,M,3.00,4.00,54.00,10886.40,5.00,7.00,Gdañsk,4.00,21772.80,4.00,0.00,0
W,M,3.00,3.00,60.00,10886.40,4.00,10.00,Gdañsk,3.00,7257.60,5.00,0.00,0
K,M,3.00,5.00,63.00,228614.40,4.00,10.00,Poznañ,5.00,298468.80,3.00,5.00,0
W,M,2.00,1.00,44.00,887.04,3.00,6.00,£ódŸ,3.00,1330.56,5.00,4.00,0
W,M,2.00,2.00,40.00,3225.60,3.00,8.00,Bydgoszcz,4.00,1612.80,2.00,1.00,0
K,M,1.00,1.00,20.00,4132.80,3.00,4.00,Lublin,5.00,4435.20,4.00,0.00,0
W,P,1.00,4.00,24.00,1290.24,4.00,2.00,Wroc³aw,1.00,1290.24,5.00,2.00,0
W,M,3.00,5.00,66.00,24948.00,5.00,5.00,Lublin,5.00,16632.00,1.00,0.00,0
W,M,2.00,1.00,36.00,725.76,2.00,0.00,£ódŸ,0.00,483.84,5.00,2.00,0
W,P,1.00,1.00,25.00,252.00,2.00,0.00,Gdañsk,1.00,252.00,4.00,0.00,0
W,M,1.00,5.00,21.00,529.20,1.00,1.00,Poznañ,3.00,352.80,1.00,5.00,0
W,P,1.00,2.00,18.00,241.92,1.00,7.00,Szczecin,1.00,241.92,5.00,0.00,0
W,P,1.00,4.00,18.00,1451.52,4.00,5.00,Lublin,1.00,967.68,2.00,2.00,0
W,P,1.00,1.00,25.00,504.00,3.00,2.00,Bydgoszcz,1.00,378.00,1.00,3.00,0
W,P,1.00,5.00,18.00,604.80,2.00,2.00,Bydgoszcz,1.00,907.20,1.00,4.00,0
W,P,1.00,5.00,20.00,2520.00,5.00,10.00,Wroc³aw,1.00,3360.00,1.00,2.00,0
W,M,2.00,1.00,40.00,537.60,2.00,0.00,Szczecin,0.00,806.40,2.00,5.00,0
W,P,1.00,3.00,25.00,1260.00,5.00,2.00,Szczecin,1.00,1890.00,4.00,3.00,0
K,M,2.00,1.00,42.00,12418.56,2.00,10.00,Szczecin,0.00,9313.92,0.00,5.00,0
K,M,1.00,5.00,23.00,19320.00,2.00,2.00,Lublin,0.00,12364.80,4.00,2.00,0
K,M,3.00,1.00,54.00,26943.84,3.00,9.00,Bydgoszcz,4.00,24494.40,2.00,2.00,0
W,M,3.00,4.00,54.00,8709.12,2.00,8.00,Wroc³aw,3.00,6531.84,5.00,1.00,0
W,P,1.00,1.00,22.00,739.20,5.00,3.00,Lublin,1.00,554.40,1.00,2.00,0
W,P,1.00,3.00,25.00,1134.00,3.00,3.00,Lublin,1.00,1512.00,0.00,4.00,0
W,P,1.00,5.00,23.00,772.80,1.00,3.00,Warszawa,1.00,579.60,1.00,1.00,0
K,M,4.00,2.00,72.00,236500.99,4.00,1.00,Bia³ystok,2.00,236500.99,1.00,4.00,0
W,P,1.00,2.00,22.00,1182.72,4.00,2.00,Bydgoszcz,1.00,1182.72,3.00,3.00,0
W,P,1.00,5.00,21.00,3528.00,5.00,1.00,£ódŸ,1.00,1764.00,4.00,1.00,0
K,M,5.00,2.00,105.00,232848.00,4.00,5.00,Szczecin,3.00,331632.00,3.00,3.00,0
W,P,1.00,1.00,25.00,504.00,3.00,7.00,Lublin,1.00,378.00,1.00,3.00,0
W,M,4.00,3.00,72.00,4354.56,1.00,1.00,Gdañsk,3.00,2903.04,4.00,1.00,0
W,M,5.00,1.00,110.00,18480.00,5.00,8.00,Bia³ystok,0.00,9240.00,0.00,3.00,0
W,M,2.00,2.00,36.00,2177.28,3.00,9.00,Wroc³aw,2.00,2177.28,2.00,1.00,0
W,P,1.00,2.00,24.00,1290.24,4.00,5.00,Szczecin,1.00,645.12,5.00,0.00,0
W,P,1.00,5.00,22.00,1663.20,3.00,7.00,Bydgoszcz,1.00,2217.60,4.00,1.00,0
K,M,3.00,3.00,60.00,87091.20,1.00,5.00,Warszawa,4.00,72576.00,4.00,1.00,0
W,P,1.00,2.00,23.00,463.68,2.00,8.00,Wroc³aw,1.00,618.24,5.00,3.00,0
W,M,2.00,3.00,44.00,3548.16,4.00,4.00,Poznañ,4.00,7096.32,1.00,5.00,0
